"","Group.1","Group.2","Group.3","Group.4","Test","Animal","Treatment","Diet","APOE","Sex","Code","Stage","Trial","LaunchQuad","Apparatus","Date","Winding","Duration","Distance","Mean.speed","NE.time","NE.distance","NE...average.speed","NW.time","NW.distance","NW...average.speed","SE.time","SE.distance","SE...average.speed","SW.time","SW.distance","SW...average.speed","NormSWTime","NormSWDist","Island...distance.to.first.entry","Island...latency.to.first.entry","Thigmitaxis...time","Thigmitaxis...distance","Thigmitaxis...average.speed","SW...latency.to.first.entry","residuals"
"634",27,1,2,3,48,27,NA,NA,1,2,NA,3,2,NA,NA,NA,4.275040673,12.05,0.28405,0.235,1.45,0.0446,NA,2.4,0.0582,0.2515,2.95,0.0887,0.3085,5.25,0.09255,0.175,0.434527101769911,0.324366548724093,2.7225,9.9,0.65,0.0795,NA,NA,-5.82874568385509
"635",28,1,2,3,49,28,NA,NA,1,2,NA,3,2,NA,NA,NA,8.735109311,19.7,0.2801,0.1415,0,0,NA,4.95,0.0931,0.1895,2.85,0.0395,NA,11.95,0.1475,0.1215,0.612422102201911,0.525617327093484,2.74,17.65,0.85,0.0375,NA,NA,2.4145685397856
"636",29,1,2,3,50,29,NA,NA,1,2,NA,3,2,NA,NA,NA,11.057848174,37.85,0.82855,0.218,6.05,0.1459,0.241,15.4,0.3251,0.2105,7.7,0.18535,0.2395,8.7,0.1722,0.1955,0.229602084386763,0.205456279986104,8.083,35.75,4.5,0.7865,0.175,NA,-2.0981430977386
"637",86,1,2,3,177.5,86,NA,NA,1,2,NA,3,2.5,NA,NA,NA,NA,38.15,0.61215,0.13775,5.675,0.093575,NA,5.975,0.109275,NA,5.675,0.1024,0.17775,6.825,0.085775,0.13925,0.305542404902521,0.247133337585806,NA,NA,14,2.211,0.14975,NA,-2.64853383092399
"638",105,1,2,3,590,105,NA,NA,1,2,NA,3,2,NA,NA,NA,NA,17.6,0.22275,0.127,0,0,NA,3,0.03075,NA,1.85,0.03555,NA,9.05,0.10875,0.121,0.524064258072908,0.490551761319888,2.092,13.55,3.75,0.477,0.1225,3.55,-0.246093960291508
"639",106,1,2,3,613,106,NA,NA,1,2,NA,3,3,NA,NA,NA,NA,15.5,0.17445,0.0925,4.15,0.05355,NA,0,0,NA,1.1,0.02415,NA,8.6,0.0678,0.0815,0.68348623853211,0.653958468526931,1.6895,11.45,1.7,0.2895,NA,5.7,-0.126635770819809
"640",108,1,2,3,592,108,NA,NA,1,2,NA,3,2,NA,NA,NA,NA,10.25,0.10135,0.0965,0,0,NA,2,0.03255,NA,1.55,0.015,NA,5.5,0.03375,0.061,0.550359362859363,0.388900246846274,0.9355,6.2,1.2,0.2005,NA,3.55,-3.29265990872957
"641",109,1,2,3,615,109,NA,NA,1,2,NA,3,3,NA,NA,NA,NA,11.6,0.1576,0.14,3.9,0.05835,NA,0,0,NA,1.75,0.02955,NA,5.55,0.0666,0.1185,0.599032493610807,0.564132283909223,1.221,7.55,0.4,0.031,NA,5.65,-3.96067240849824
"642",110,1,2,3,594,110,NA,NA,1,2,NA,3,2,NA,NA,NA,NA,60,0.8372,0.14,2.1,0.0388,0.1775,21.5,0.1658,0.081,4.3,0.09085,0.211,8.15,0.1194,0.1655,0.135833333333333,0.158105818519704,NA,NA,24.5,4.3255,0.1685,8.15,-1.36067240849824
"643",70,2,2,3,190,70,NA,NA,2,2,NA,3,2,NA,NA,NA,NA,26.9,0.413,0.153,3.25,0.0664,NA,1.1,0.01415,NA,12.3,0.1561,0.127,10.2,0.1737,0.1825,0.429252372568386,0.476099758436815,3.696,22.8,10.4,1.3795,0.1335,NA,0.474749143295035
"644",118,2,2,3,1138,118,NA,NA,2,2,NA,3,2,NA,NA,NA,NA,60,1.0864,0.181,18.95,0.3476,0.1915,11.95,0.19685,0.1525,25.05,0.46345,0.1845,4.1,0.0785,0.1955,0.0683333333333333,0.070990059651015,NA,NA,21.95,3.1245,0.1395,28.25,-6.0874198220733
"645",129,2,2,3,1170,129,NA,NA,2,2,NA,3,3,NA,NA,NA,NA,21.4,0.36255,0.1685,6.45,0.08845,0.133,0.6,0.01075,NA,6.25,0.1356,0.2205,6,0.12585,0.2055,0.274161044423026,0.330388835608055,3.209,17.3,7.15,0.9755,0.135,5.25,-3.98109439110529
"646",140,2,2,3,1140,140,NA,NA,2,2,NA,3,2,NA,NA,NA,NA,35.45,0.752,0.188,8.1,0.18525,NA,8.95,0.2107,NA,6.35,0.1213,0.175,11.85,0.23295,0.1875,0.467775229357798,0.481791665796963,NA,NA,12.55,2.3555,0.1725,2.8,1.54703793658461
"647",143,2,2,3,1172,143,NA,NA,2,2,NA,3,3,NA,NA,NA,NA,39.45,0.6995,0.1605,7.85,0.16455,0.189,5.25,0.1249,NA,8,0.16855,0.196,14.25,0.23065,0.155,0.360071059843222,0.361493365355551,6.887,35.35,7.2,1.1345,NA,5.7,4.40095388471423
"648",144,2,2,3,1142,144,NA,NA,2,2,NA,3,2,NA,NA,NA,NA,60,1.1363,0.1895,10.85,0.21685,0.193,20.2,0.3181,0.163,11.4,0.2342,0.205,17.55,0.3672,0.209,0.2925,0.325175770724239,NA,NA,21.15,2.942,0.1455,16.05,7.22227888486846
"649",145,2,2,3,1174,145,NA,NA,2,2,NA,3,3,NA,NA,NA,NA,29.55,0.4562,0.15,3.75,0.0338,NA,1.35,0.0224,0.15,8,0.1501,NA,13.75,0.246,0.1745,0.592645202020202,0.693773808084167,4.2485,25.45,7.75,1.115,0.122,4.05,4.07426724672736
"650",146,2,2,3,1144,146,NA,NA,2,2,NA,3,2,NA,NA,NA,NA,38.2,0.54685,0.138,5.2,0.07705,NA,7.2,0.10575,0.1065,8.85,0.15635,0.176,12.9,0.1999,0.152,0.340053191489362,0.376037635904772,5.391,34.15,8.6,0.752,0.0915,1.4,3.42233966045664
"651",11,3,2,3,91,11,NA,NA,3,2,NA,3,2,NA,NA,NA,8.1582775565,29.4,0.61485,0.165,6.45,0.1576,NA,6.2,0.14135,NA,6.05,0.14815,0.19,10.65,0.16775,0.1375,0.542602823818293,0.497866665236398,6.0895,27.3,7.8,1.652,NA,NA,0.726676729565747
"652",13,3,2,3,92,13,NA,NA,3,2,NA,3,2,NA,NA,NA,13.148077557,38.6,0.7726,0.19,4.9,0.09715,0.1965,7.5,0.18935,0.2525,17.85,0.339,NA,8.3,0.14705,0.1575,0.264825581395349,0.18505971267407,NA,NA,10.9,2.135,0.198,NA,-2.03597413237026
"653",14,3,2,3,93,14,NA,NA,3,2,NA,3,2,NA,NA,NA,4.4741718525,11.5,0.0535,0.0475,0,0,NA,0.8,0.00585,NA,0,0,NA,10.7,0.04765,0.045,0.937007874015748,0.887065637065637,0.501,9.4,3.05,0.1,NA,NA,2.71613578066502
"654",20,3,2,3,56,20,NA,NA,3,2,NA,3,2,NA,NA,NA,9.475560936,22.95,0.35585,0.1575,2.4,0.0555,NA,2.5,0.0529,0.2045,4.25,0.06945,0.152,13.75,0.178,0.135,0.580597385720838,0.529864176420956,3.504,20.9,7.25,0.678,0.1085,NA,3.95047198814655
"655",21,3,2,3,57,21,NA,NA,3,2,NA,3,2,NA,NA,NA,13.7114840845,44.15,0.8855,0.1995,8.4,0.1739,0.2075,11.65,0.2327,0.185,10.05,0.2053,0.208,13.55,0.2618,0.194,0.329810432052102,0.325490099910497,8.797,42,12.55,2.2785,0.1785,NA,3.05721854009405
"656",22,3,2,3,58,22,NA,NA,3,2,NA,3,2,NA,NA,NA,7.8237218145,13.9,0.1735,0.136,0,0,NA,1.05,0.01805,NA,6.75,0.06725,0.05,5.95,0.0882,0.144,0.513416075650118,0.536746705118066,1.6375,11.9,5.4,0.6075,NA,NA,-3.49464827058847
"657",23,3,2,3,59,23,NA,NA,3,2,NA,3,2,NA,NA,NA,14.40602456,46.8,0.97925,0.2065,8.1,0.1615,0.175,14.9,0.3342,0.22,7.35,0.1531,0.215,16.45,0.3305,0.2,0.355679260091267,0.349061428143845,9.7325,44.75,9,1.704,0.171,NA,5.84167629875197
"658",24,3,2,3,60,24,NA,NA,3,2,NA,3,2,NA,NA,NA,16.976350125,45.65,0.74355,0.164,13.95,0.2234,0.1785,1.4,0.0341,NA,13.5,0.25675,0.2015,16.8,0.2294,0.1365,0.426451833895447,0.351298078020458,7.4175,43.55,3.6,0.5085,0.1465,NA,6.89318276404319
"659",39,3,2,3,248,39,NA,NA,3,2,NA,3,2,NA,NA,NA,NA,14.95,0.1787,0.1165,0,0,NA,4.6,0.0735,NA,1.5,0.0208,NA,8.85,0.0844,0.095,0.607475083056478,0.495967677206726,1.6815,10.9,0.15,0.0235,NA,NA,-0.272780598278382
"660",40,3,2,3,275,40,NA,NA,3,2,NA,3,3,NA,NA,NA,NA,12.3,0.17165,0.0885,1.25,0.02915,NA,1.45,0.0317,NA,0.75,0.01295,NA,8.9,0.09785,0.0765,0.831683168316832,0.782621502209131,1.644,8.1,3.1,0.4645,NA,NA,0.239388367089954
"661",41,3,2,3,250,41,NA,NA,3,2,NA,3,2,NA,NA,NA,NA,16.3,0.30385,0.187,1.3,0.0386,NA,1.65,0.0312,NA,3.25,0.0854,0.266,10.15,0.1486,0.148,0.63566026759744,0.507717945803849,2.984,12.25,1.25,0.2615,0.2665,NA,-0.136456028937945
"662",42,3,2,3,277,42,NA,NA,3,2,NA,3,3,NA,NA,NA,NA,13.55,0.17945,0.127,0,0,NA,0.55,0.01165,NA,0.95,0.0143,NA,12,0.1535,0.1205,0.882113084450888,0.830120631358811,1.702,9.45,0.2,0.0255,NA,NA,2.70390603970849
"663",43,3,2,3,252,43,NA,NA,3,2,NA,3,2,NA,NA,NA,NA,14.85,0.19765,0.133,0,0,NA,5.5,0.0999,0.1835,0.4,0.0062,NA,8.95,0.09155,0.097,0.603391982586613,0.478010766692715,1.918,10.8,0,0,NA,NA,-0.445130167156154
"664",45,3,2,3,279,45,NA,NA,3,2,NA,3,3,NA,NA,NA,NA,20.55,0.3605,0.1745,0,0,NA,5.05,0.1129,0.224,3.45,0.0742,0.2,12.1,0.17335,0.142,0.602078853046595,0.50175408749318,3.557,16.55,3,0.5715,0.1885,NA,2.01986940203007
"665",46,3,2,3,254,46,NA,NA,3,2,NA,3,2,NA,NA,NA,NA,13.9,0.2113,0.1505,0,0,NA,1.6,0.03695,NA,2.5,0.0485,NA,9.75,0.1258,0.123,0.695738045738046,0.567244575429012,2.0525,9.85,0,0,NA,NA,0.0660142294886368
"666",47,3,2,3,281,47,NA,NA,3,2,NA,3,3,NA,NA,NA,NA,23.15,0.33015,0.089,6.2,0.1159,NA,4.15,0.08825,NA,3.45,0.06835,NA,9.35,0.0576,0.06,0.629032258064516,NA,3.2585,16.55,1.8,0.1645,NA,NA,0.681135349851233
"667",48,3,2,3,256,48,NA,NA,3,2,NA,3,2,NA,NA,NA,NA,60,1.01355,0.169,17,0.28975,0.1685,15.75,0.29135,0.1845,12.1,0.1996,0.166,15.2,0.2328,0.1575,0.253333333333333,0.233190040470588,NA,NA,31,5.228,0.167,NA,5.21065259165599
"668",49,3,2,3,283,49,NA,NA,3,2,NA,3,3,NA,NA,NA,NA,17.2,0.2639,0.111,2.9,0.05135,NA,1.25,0.02725,NA,2.7,0.05595,NA,10.4,0.12935,0.0995,0.767123287671233,0.731704885343968,2.5665,13.2,1.65,0.256,NA,NA,1.36800259134754
"669",50,3,2,3,258,50,NA,NA,3,2,NA,3,2,NA,NA,NA,NA,53.75,0.73535,0.1375,1.4,0.01985,NA,16.95,0.2095,0.137,7.75,0.1077,NA,27.65,0.3983,0.1445,0.520701754385965,0.544445596982832,NA,NA,15.45,1.8545,0.123,NA,18.1805926776954
"670",51,3,2,3,285,51,NA,NA,3,2,NA,3,3,NA,NA,NA,NA,10,0.1077,0.0935,0,0,NA,0.8,0.01425,NA,0.45,0.005,NA,8.75,0.0884,0.091,0.908759124087591,0.89325221238938,0.9765,5.95,2.25,0.37,NA,NA,0.00685819470275031
"671",52,3,2,3,260,52,NA,NA,3,2,NA,3,2,NA,NA,NA,NA,13.4,0.1435,0.1075,0,0,NA,2.55,0.035,NA,3.45,0.04535,NA,7.4,0.0631,0.0855,0.554531747361367,0.441940936157618,1.348,9.3,0.75,0.0355,0.034,NA,-1.57422628798142
"672",60,3,2,3,172,60,NA,NA,3,2,NA,3,2,NA,NA,NA,NA,11.35,0.17405,0.1535,0.25,0.00695,NA,2.55,0.0601,NA,1.5,0.03365,0.2295,7,0.0733,0.104,0.620146008077043,0.446854700404396,1.5905,7.25,0.55,0.115,NA,NA,-2.73350387394368
"673",71,3,2,3,192,71,NA,NA,3,2,NA,3,3,NA,NA,NA,NA,5,0.0276,0.0505,0,0,NA,0.35,0.00515,NA,0,0,NA,4.7,0.02245,0.046,0.946428571428571,0.893814432989691,0.1695,0.8,0,0,NA,NA,-3.3333823227673
"674",72,3,2,3,174,72,NA,NA,3,2,NA,3,2,NA,NA,NA,NA,7.95,0.0702,0.0765,0,0,NA,2.65,0.04455,NA,0,0,NA,5.3,0.02565,0.048,0.75462962962963,0.624684077506318,0.633,3.85,0,0,NA,NA,-3.16253921918076
"675",73,3,2,3,194,73,NA,NA,3,2,NA,3,3,NA,NA,NA,NA,7.7,0.08295,0.0845,0,0,NA,3.25,0.01655,NA,0,0,NA,4.45,0.0664,0.1465,0.704545454545455,0.891190006574622,0.251,3.45,0.45,0.091,NA,NA,-4.14458749500028
"676",74,3,2,3,176,74,NA,NA,3,2,NA,3,2,NA,NA,NA,NA,16.7,0.2784,0.166,0,0,NA,3.75,0.0836,NA,2.4,0.0462,NA,10.55,0.14865,0.141,0.636224934612031,0.543687090266603,2.7115,12.65,0.9,0.192,NA,NA,0.610170695088309
"677",80,3,2,3,180,80,NA,NA,3,2,NA,3,3,NA,NA,NA,NA,17.7,0.28305,0.1605,2.2,0.0395,NA,1.65,0.02975,NA,2.4,0.0491,0.201,11.15,0.1586,0.138,0.612876390565361,0.53988946966475,2.7595,13.7,0.25,0.061,NA,NA,1.30095388471423
"678",81,3,2,3,164,81,NA,NA,3,2,NA,3,2,NA,NA,NA,NA,11.25,0.1805,0.1585,0,0,NA,3.3,0.0657,0.206,0.5,0.00795,NA,7,0.09475,0.133,0.619281572164948,0.519541707150422,1.577,7.15,0.5,0.121,NA,NA,-2.81603404633089
"679",82,3,2,3,182,82,NA,NA,3,2,NA,3,3,NA,NA,NA,NA,11,0.09335,0.07,4.65,0.03805,NA,0,0,NA,1.3,0.025,NA,5,0.03025,0.0595,0.649122807017544,0.618038740920097,0.79,6.95,0,0,NA,NA,-3.3552499950774
"680",83,3,2,3,166,83,NA,NA,3,2,NA,3,2,NA,NA,NA,NA,22.45,0.35235,0.141,2.45,0.04385,NA,3,0.0661,0.22,5.75,0.10175,NA,10.2,0.122,0.1045,0.549452617174136,0.382020067981351,3.373,18.4,1.05,0.186,NA,NA,0.672821557024322
"681",84,3,2,3,184,84,NA,NA,3,2,NA,3,3,NA,NA,NA,NA,11.6,0.15115,0.129,1.05,0.0215,NA,1.15,0.0292,NA,0.05,0,NA,9.25,0.1005,0.098,0.774342105263158,0.599295047886635,1.405,7.55,0,0,NA,NA,-0.0791060292463903
"682",85,3,2,3,168,85,NA,NA,3,2,NA,3,2,NA,NA,NA,NA,11.7,0.17545,0.141,0,0,NA,2.25,0.0455,NA,0.5,0.0086,NA,7.95,0.10435,0.122,0.69197319077635,0.579442267262927,1.404,7.65,1,0.1705,0.1585,NA,-1.57717844297568
"683",93,3,2,3,160,93,NA,NA,3,2,NA,3,2,NA,NA,NA,NA,6.6,0.07295,0.115,0,0,NA,0,0,NA,0.6,0.01285,NA,4.95,0.0486,0.101,0.8125,0.727932960893855,0.3875,2.35,1.05,0.1155,NA,NA,-4.14802154656222
"684",94,3,2,3,178,94,NA,NA,3,2,NA,3,3,NA,NA,NA,NA,26.7,0.5506,0.2055,2.25,0.05335,0.236,1.5,0.0425,0.2765,8.4,0.1973,0.2375,12.4,0.2112,0.166,0.499001158077591,0.423361006349933,5.3855,22.6,2.15,0.4625,0.227,NA,1.80818233322941
"685",95,3,2,3,162,95,NA,NA,3,2,NA,3,2,NA,NA,NA,NA,15.4,0.2797,0.182,0,0,NA,0,0,NA,1.3,0.0333,NA,11.4,0.1749,0.144,0.83739837398374,0.641923405619901,2.211,10.25,2.7,0.715,5.776,NA,1.19607414344926
"686",96,3,2,3,573,96,NA,NA,3,2,NA,3,2,NA,NA,NA,NA,36.15,0.63665,0.1735,5.9,0.1336,0.2385,3.55,0.07225,NA,9.8,0.19585,0.2075,9.1,0.1145,0.118,0.339105691056911,0.216971300370009,6.277,32.8,7.75,1.205,NA,3.4,-0.963624563492496
"687",97,3,2,3,604,97,NA,NA,3,2,NA,3,3,NA,NA,NA,NA,16.6,0.31415,0.161,0.55,0.0098,0.1895,2.55,0.0626,NA,3.7,0.08745,0.2545,7.3,0.09095,0.114,0.564935064935065,0.408152177842039,3.0355,12.55,2.95,0.7345,NA,1.7,-2.55729913252449
"688",98,3,2,3,583,98,NA,NA,3,2,NA,3,2,NA,NA,NA,NA,9,0.1148,0.1315,0,0,NA,0.45,0.0062,NA,0.9,0.01875,NA,6,0.0675,0.1155,0.667126206291515,0.589091972735705,0.8475,4.9,1.65,0.224,0.1605,1.75,-3.37037111543999
"689",99,3,2,3,606,99,NA,NA,3,2,NA,3,3,NA,NA,NA,NA,45.1,0.73995,0.1675,4.1,0.0887,0.223,4.55,0.09355,0.1985,5.15,0.1146,0.225,8.25,0.12175,0.169,0.253443708609272,0.208597255660467,NA,NA,23.05,3.2135,0.151,9.95,-1.71458835662785
"690",100,3,2,3,585,100,NA,NA,3,2,NA,3,2,NA,NA,NA,NA,34.45,0.72205,0.1865,5.1,0.12205,NA,2.85,0.0678,0.246,7.95,0.1681,NA,8,0.13495,0.165,0.477827715355805,0.40905072403948,NA,NA,10.55,2.291,NA,3.85,-2.27820301169922
"691",101,3,2,3,608,101,NA,NA,3,2,NA,3,3,NA,NA,NA,NA,5.7,0.04055,0.0605,0,0,NA,0.65,0.0103,NA,0,0,NA,5.1,0.03025,0.054,0.914285714285714,0.861559139784946,0.271,1.5,0,0,NA,0.65,-3.09844266754171
"692",102,3,2,3,587,102,NA,NA,3,2,NA,3,2,NA,NA,NA,NA,56.65,1.12965,0.199,8.35,0.19095,0.2285,7.25,0.165,0.224,7.8,0.1838,0.233,8.3,0.1507,0.1935,0.151951219512195,0.140195952157365,NA,NA,24.9,4.392,0.174,5.05,-2.18452844266723
"693",103,3,2,3,610,103,NA,NA,3,2,NA,3,3,NA,NA,NA,NA,32.2,0.5676,0.1615,3.5,0.07505,NA,1.75,0.0408,NA,3.3,0.06715,NA,6.5,0.126,0.1825,0.487424242424242,0.541861278817836,NA,NA,17.1,2.586,0.1175,4.8,-3.36555214976321
"694",104,3,2,3,589,104,NA,NA,3,2,NA,3,2,NA,NA,NA,NA,36.2,0.50115,0.1315,6.45,0.10395,NA,4.9,0.08865,NA,4,0.07635,0.1985,9.05,0.10995,0.1095,0.323575268817204,0.242911437747596,4.905,33.45,11.8,1.2225,0.1145,23.2,-0.320371115439991
"695",107,3,2,3,596,107,NA,NA,3,2,NA,3,3,NA,NA,NA,NA,34.6,0.6569,0.185,13.25,0.2664,0.214,1.2,0.03165,0.284,3.4,0.088,0.281,3.85,0.0567,0.191,0.358659420289855,0.259210880789448,NA,NA,12.95,2.1405,NA,22.2,-6.40344395998306
"696",111,3,2,3,575,111,NA,NA,3,2,NA,3,2,NA,NA,NA,NA,26.4,0.25415,0.0935,1.1,0.0217,NA,3.8,0.0582,NA,7.8,0.04955,0.1035,8.2,0.10335,0.123,0.310446225097405,0.41266860520427,2.4595,22.35,5.45,0.214,0.089,16.3,-0.54314180529725
"697",112,3,2,3,598,112,NA,NA,3,2,NA,3,3,NA,NA,NA,NA,22.1,0.3492,0.1605,4.45,0.0696,NA,2.65,0.04755,NA,2.85,0.06635,0.954,10.8,0.14995,0.139,0.657448736449978,0.565918013863565,3.053,18.05,1.4,0.1575,0.0665,2.7,0.950953884714232
"698",113,3,2,3,577,113,NA,NA,3,2,NA,3,2,NA,NA,NA,NA,60,0.39435,0.0655,8.2,0.07745,0.0935,13.35,0.0764,NA,14.05,0.07635,NA,0.4,0.0057,NA,0.00666666666666667,0.0121379897785349,NA,NA,24.05,1.5845,0.0665,NA,-7.88097283992891
"699",114,3,2,3,600,114,NA,NA,3,2,NA,3,3,NA,NA,NA,NA,11.35,0.1112,0.098,3.4,0.01325,NA,0.4,0.00825,NA,0.85,0.02175,NA,6.7,0.06795,0.1055,0.643438003220612,0.642666776947607,0.8475,7.3,0,0,NA,4.3,-2.11741896044573
"700",115,3,2,3,579,115,NA,NA,3,2,NA,3,2,NA,NA,NA,NA,40,0.78665,0.2015,9.5,0.19805,0.646,6.4,0.13365,0.222,9.05,0.20995,0.242,6.8,0.1334,0.195,0.203333333333333,0.191176124140902,NA,NA,8.25,1.116,NA,3.45,-3.72579352886083
"701",116,3,2,3,602,116,NA,NA,3,2,NA,3,3,NA,NA,NA,NA,60,1.2886,0.2145,2.95,0.0697,0.23,4.45,0.1026,0.2285,6.9,0.15485,0.228,4.35,0.10145,0.234,0.0725,0.0786859820767942,NA,NA,41.55,8.642,0.208,10.55,-6.39037197706756
"702",117,3,2,3,581,117,NA,NA,3,2,NA,3,2,NA,NA,NA,NA,29.45,0.61415,0.174,3.2,0.0813,NA,3.3,0.08575,0.2575,5.6,0.1311,NA,10,0.1481,0.1205,0.469541910331384,0.286191913950955,6.05,25.35,7.35,1.679,NA,2.05,-0.0718775807312163
"703",36,4,2,3,245,36,NA,NA,4,2,NA,3,2,NA,NA,NA,NA,35.25,0.43995,0.1235,0,0,NA,6.85,0.10945,NA,4.95,0.0727,0.1615,23.5,0.2578,0.11,0.660828999694096,0.585705802121636,4.361,31.25,3.9,0.4025,NA,NA,14.2616771603795
"704",37,4,2,3,272,37,NA,NA,4,2,NA,3,3,NA,NA,NA,NA,38.25,0.71725,0.1815,3.4,0.0651,NA,8.45,0.1696,0.189,9.1,0.1774,0.216,17.3,0.30515,0.168,0.523409090909091,0.474119238547717,NA,NA,8.4,1.1345,0.1205,NA,7.10432716068798
"705",38,4,2,3,247,38,NA,NA,4,2,NA,3,2,NA,NA,NA,NA,27.6,0.41385,0.1505,0,0,NA,11.4,0.1954,0.183,2.35,0.03955,NA,13.85,0.1789,0.127,0.503862728610469,0.425820680026021,4.104,23.55,8.35,1.298,0.1555,NA,4.16601422948864
"706",79,4,2,3,162.5,79,NA,NA,4,2,NA,3,2.5,NA,NA,NA,NA,15.525,0.16355,0.10075,0.55,0.01675,NA,2.9,0.021775,NA,2.225,0.0461,NA,7.6,0.060975,0.07975,0.518573622073351,0.442669829034956,1.56275,11.425,2.25,0.179,NA,NA,-1.26281055525869
"707",89,4,2,3,164.5,89,NA,NA,4,2,NA,3,2.5,NA,NA,NA,NA,23.85,0.34565,0.13325,1.575,0.02995,NA,3.025,0.04505,NA,3.65,0.056925,NA,9.175,0.124125,0.12425,0.49587589558062,0.479485169609583,3.17275,19.825,6.475,0.8965,NA,NA,-0.224256675775512
"708",91,4,2,3,166.5,91,NA,NA,4,2,NA,3,2.5,NA,NA,NA,NA,15.625,0.16965,0.09925,1.925,0.032125,NA,1.275,0.02165,NA,4.325,0.052975,NA,8.05,0.062875,0.074,0.574813602089372,0.465908721197842,1.60275,11.575,0.025,0,NA,NA,-0.788051503542532
"709",119,4,2,3,1162.5,119,NA,NA,4,2,NA,3,2.5,NA,NA,NA,NA,40.1,0.49795,0.1005,4.075,0.036575,NA,7.925,0.080525,NA,7.5,0.1005,NA,17.35,0.27485,0.12625,0.416078031403991,0.462742966082592,4.9245,36.875,5.5,0.84775,NA,9.075,8.49131595336067
"710",121,4,2,3,1164.5,121,NA,NA,4,2,NA,3,2.5,NA,NA,NA,NA,44.15,0.691725,0.1405,7.9,0.1368,NA,8.5,0.13685,0.156,11.175,0.198975,NA,14.525,0.2171,0.14875,0.326666666666667,0.333797940650377,NA,NA,20.475,3.24475,0.132,8.775,5.00607457426304
"711",123,4,2,3,1166.5,123,NA,NA,4,2,NA,3,2.5,NA,NA,NA,NA,32.2,0.490425,0.13075,2.7,0.0385,NA,1.15,0.017325,NA,11.725,0.22195,NA,13.55,0.2077,0.15025,0.382373670506201,0.450155593197205,NA,NA,9.8,1.6045,NA,2.375,4.19200841041809
"712",125,4,2,3,1168.5,125,NA,NA,4,2,NA,3,2.5,NA,NA,NA,NA,52.725,1.03765,0.19175,12.7,0.262775,0.20425,9.475,0.196075,0.20925,15.35,0.30775,0.20025,14.15,0.2691,0.19275,0.261731391585761,0.260644692859294,NA,NA,18.85,3.496,0.16475,5.05,3.78514030729421
"713",126,4,2,3,1170.5,126,NA,NA,4,2,NA,3,2.5,NA,NA,NA,NA,30.25,0.421675,0.1245,8.95,0.132325,NA,5.775,0.1071,NA,5.7,0.091175,NA,7.725,0.08665,0.1345,0.340810080735005,0.382637745931449,NA,NA,6.7,0.8215,0.12875,5.75,-1.52982887409791
"714",128,4,2,3,1172.5,128,NA,NA,4,2,NA,3,2.5,NA,NA,NA,NA,40.975,0.7194,0.15,9.025,0.169475,NA,10.15,0.1686,NA,9.925,0.19445,NA,9.85,0.18295,0.17675,0.323720636769559,0.411865208402952,NA,NA,18.7,2.7015,0.1205,12.4,0.174267246727357
"715",131,4,2,3,1174.5,131,NA,NA,4,2,NA,3,2.5,NA,NA,NA,NA,38.95,0.6322,0.1295,9.15,0.15785,NA,4.325,0.07935,NA,12.375,0.23605,NA,11.025,0.155225,0.138,0.401581828133552,0.469266819321649,NA,NA,10.7,1.12675,0.09375,10.125,1.68764095351489
"716",133,4,2,3,1176.5,133,NA,NA,4,2,NA,3,2.5,NA,NA,NA,NA,43.35,0.658925,0.12975,6.75,0.1246,NA,7.1,0.1221,NA,16.8,0.242525,NA,10.675,0.1669,0.168,0.331923520059133,0.445752943086021,NA,NA,8.825,1.381,0.2095,17.5,1.33351444489553
"717",135,4,2,3,1178.5,135,NA,NA,4,2,NA,3,2.5,NA,NA,NA,NA,42.675,0.8174,0.15825,11.7,0.20415,NA,7.7,0.161875,NA,13.625,0.2745,NA,8.575,0.1749,0.17225,0.236633585728638,0.357680517552741,NA,NA,15.875,2.90825,NA,9.225,-1.23690753771153
"718",137,4,2,3,1180.5,137,NA,NA,4,2,NA,3,2.5,NA,NA,NA,NA,16.95,0.273675,0.1495,2.25,0.0427,NA,2.175,0.04895,NA,5.275,0.11025,NA,3.2,0.06675,0.208,0.257901861643914,0.396582651103122,2.686,12.875,0.725,0.12225,NA,8.75,-6.46747973603392
"719",139,4,2,3,1182.5,139,NA,NA,4,2,NA,3,2.5,NA,NA,NA,NA,17.85,0.21985,0.1215,0.5,0.0098,NA,2.45,0.043,NA,3.2,0.04805,NA,7.625,0.11445,0.16175,0.402208722243702,0.505181195400253,2.153,13.75,0.6,0.09425,NA,3.325,-1.58031077066559
"720",147,4,2,3,1160.5,147,NA,NA,4,2,NA,3,2.5,NA,NA,NA,NA,34.225,0.471175,0.11225,12.875,0.15905,NA,7.375,0.1172,NA,5.9,0.0987,NA,5,0.0916,0.155,0.185440279868246,0.305571817768154,NA,NA,17.75,2.5675,NA,17.8,-4.05262995174926
"721",1,5,2,3,82,1,NA,NA,5,2,NA,3,2,NA,NA,NA,19.26239962,36.3,0.56235,0.141,6.45,0.11855,NA,11.7,0.20635,0.1555,5.4,0.0822,0.165,12.7,0.15525,0.121,0.412735326688815,0.382164202280376,5.58,34.2,9.65,1.5915,NA,6.3,3.17282155702432
