,baseMean,log2FoldChange,lfcSE,pvalue,padj
ENSMUSG00000106260,0.287714117,-0.000782447,0.233302407,0.795541037,0.999871382
ENSMUSG00000106267,1.160644066,-0.029435472,0.231507894,0.559175574,0.999871382
ENSMUSG00000106268,2.904095162,0.012795342,0.232494046,0.564071383,0.999871382
ENSMUSG00000106271,0.599038699,-0.000948978,0.230253019,0.980961202,0.999871382
ENSMUSG00000106276,3.077856046,-0.083484812,0.240746368,0.235043932,0.833151531
ENSMUSG00000106282,0.345018923,0.001559336,0.233295133,0.694440019,0.999871382
ENSMUSG00000106283,0.228547728,-0.001423776,0.23277299,0.883805915,0.999871382
ENSMUSG00000106294,1.82323083,0.002133074,0.233089259,0.696798041,0.999871382
ENSMUSG00000106301,1.030584691,-0.033288251,0.235834503,0.31404348,0.910507013
ENSMUSG00000106309,0.3637217,0.002843638,0.233310028,0.721567583,0.999871382
ENSMUSG00000106313,0.203911108,0.003788371,0.233332459,0.806940039,0.999871382
ENSMUSG00000106315,0.387095847,-0.003312826,0.23336332,8.16337E-07,0.000167723
ENSMUSG00000106325,0.433332837,-0.005457224,0.233373004,0.610211626,0.999871382
ENSMUSG00000106331,0.085102365,0.001376519,0.233288571,0.939857073,0.999871382
ENSMUSG00000106353,0.36142961,0.00296785,0.23319008,0.816238076,0.999871382
ENSMUSG00000106358,0.440573144,0.001720301,0.233306317,0.868292865,0.999871382
ENSMUSG00000106372,0.474148553,0.004787368,0.233400765,0.404854519,0.965511044
ENSMUSG00000106373,0.458951729,0.008685383,0.233401067,0.96548267,0.999871382
ENSMUSG00000106379,0.101442485,-0.003681586,0.233340199,0.704361936,0.999871382
ENSMUSG00000106387,6.388013879,0.023799153,0.233206385,0.352715215,0.941601857
ENSMUSG00000106392,0.179049754,0.00349524,0.233308214,0.84266325,0.999871382
ENSMUSG00000106403,0.529267191,0.003293535,0.23325641,0.523281733,0.999871382
ENSMUSG00000106416,5.855774249,-0.175962665,0.307187776,0.070405131,0.540994894
ENSMUSG00000106419,0.900701789,0.001471118,0.232758799,0.888103563,0.999871382
ENSMUSG00000106421,3.20335692,-0.058331624,0.238972681,0.225529708,0.824452855
ENSMUSG00000106428,0.320400733,-0.00391082,0.233370876,0.651900241,0.999871382
ENSMUSG00000106444,0.055592351,0.000984272,0.233323947,0.775640035,0.999871382
ENSMUSG00000106447,1.400805954,-0.021200461,0.234672219,0.000427977,0.029733232
ENSMUSG00000106455,0.151014083,0.001081432,0.233191361,0.982407844,0.999871382
ENSMUSG00000106476,0.662436766,-0.006241062,0.231880805,0.817291659,0.999871382
ENSMUSG00000106484,0.24664892,-0.003570847,0.233370599,0.649924294,0.999871382
ENSMUSG00000106494,4.479185851,-0.016181892,0.233193302,0.580830811,0.999871382
ENSMUSG00000106499,9.77346159,0.010008614,0.224069017,0.857954894,0.999871382
ENSMUSG00000106529,0.259593957,-0.000592376,0.233331928,0.738839412,0.999871382
ENSMUSG00000106532,0.722675694,0.001918649,0.230136641,0.893511721,0.999871382
ENSMUSG00000106534,15.54389914,0.006567776,0.233238574,0.307066936,0.90528216
ENSMUSG00000106545,0.123429827,0.002786834,0.233277094,0.960880533,0.999871382
ENSMUSG00000106558,0.442621351,-0.002948408,0.233301826,0.74780251,0.999871382
ENSMUSG00000106562,0.657869592,0.011191845,0.230383519,0.808917423,0.999871382
ENSMUSG00000106564,1.145489397,-0.034326011,0.234256461,0.284491557,0.888137233
ENSMUSG00000106568,6.341587111,-0.227974461,0.401406295,0.015994352,0.27194109
ENSMUSG00000106574,3.260127558,-0.029745837,0.234543063,0.17933371,0.769192952
ENSMUSG00000106576,3.035783352,-0.126516588,0.271707955,0.07859862,0.571021832
ENSMUSG00000106592,4.005805818,0.05998194,0.241926916,0.135385024,0.698191937
ENSMUSG00000106599,0.301117766,-0.002960362,0.233325431,0.905644448,0.999871382
ENSMUSG00000106601,0.601612691,0.000967182,0.23331169,0.588427857,0.999871382
ENSMUSG00000106620,0.907050774,0.001367995,0.233198457,0.834806398,0.999871382
ENSMUSG00000106624,0.582620564,0.002698057,0.233299111,0.515515407,0.999871382
ENSMUSG00000106630,1.102560325,-0.007894611,0.233482771,0.000659365,0.039283155
ENSMUSG00000106631,30.74393033,0.026926885,0.225682785,0.663535682,0.999871382
ENSMUSG00000106640,2.688313655,-0.112136731,0.264504023,0.055642993,0.489106577
ENSMUSG00000106660,0.117363532,-0.000828929,0.233214369,0.983597444,0.999871382
ENSMUSG00000106664,0.182642753,0.0039862,0.23337087,0.619412738,0.999871382
ENSMUSG00000106666,3.191895446,-0.000713741,0.232107888,0.973599039,0.999871382
ENSMUSG00000106715,30.32662055,-0.041316368,0.230372542,0.48575818,0.999871382
ENSMUSG00000106736,4.33862092,0.001535581,0.227694393,0.934755501,0.999871382
ENSMUSG00000106755,0.184461623,-0.000105921,0.233289265,0.901855349,0.999871382
ENSMUSG00000106784,0.564466996,0.017867237,0.232476028,0.687613805,0.999871382
ENSMUSG00000106806,0.476978672,-0.000500636,0.233330667,0.813456303,0.999871382
ENSMUSG00000106813,0.290133579,0.00204869,0.233182541,0.85356666,0.999871382
ENSMUSG00000106817,0.349746219,0.007044585,0.233170522,0.441864984,0.983645741
ENSMUSG00000106819,13.64749845,-0.002114707,0.230207323,0.951057235,0.999871382
ENSMUSG00000106827,0.264631877,0.001419231,0.23261926,0.966066794,0.999871382
ENSMUSG00000106831,53.21257494,0.049856124,0.228260862,0.480936465,0.999871382
ENSMUSG00000106864,326.0797964,0.026119823,0.212058413,0.769283278,0.999871382
ENSMUSG00000106872,0.081853409,-0.000600882,0.233226309,0.916132421,0.999871382
ENSMUSG00000106883,0.654951984,0.004997956,0.233358454,0.046790253,0.450761138
ENSMUSG00000106892,19.84447857,-0.030452466,0.231134986,0.500863271,0.999871382
ENSMUSG00000106895,1.864317983,-0.018511931,0.226776136,0.767226552,0.999871382
ENSMUSG00000106918,452.8870898,-0.148465166,0.223765898,0.231116422,0.829059235
ENSMUSG00000106924,27.72777644,0.077212828,0.243067373,0.245941829,0.846350349
ENSMUSG00000106925,1.011327572,-0.043172342,0.236847488,0.211358219,0.808649335
ENSMUSG00000106926,6.681257516,-0.243504037,0.359610431,0.055760081,0.489548567
ENSMUSG00000106930,1.149685676,-0.022945346,0.231963808,0.535972058,0.999871382
ENSMUSG00000106948,84.51942535,0.054307626,0.224653589,0.505976545,0.999871382
ENSMUSG00000106988,0.110353062,-0.003286674,0.233357647,0.834576688,0.999871382
ENSMUSG00000107002,163.3238641,-0.045026862,0.219383241,0.585974053,0.999871382
ENSMUSG00000107020,8.470659586,-0.079688928,0.242538992,0.243764766,0.844254591
ENSMUSG00000107023,251.8252585,0.050942293,0.221603191,0.561276898,0.999871382
ENSMUSG00000107026,1.702522415,0.009028164,0.22721289,0.927816561,0.999871382
ENSMUSG00000107035,1.886364879,0.125862832,0.269689162,0.087120966,0.593616721
ENSMUSG00000107037,0.748059918,0.022008235,0.23324578,0.530906251,0.999871382
ENSMUSG00000107065,2.80370149,0.009474399,0.231663025,0.828879905,0.999871382
ENSMUSG00000107066,2.945037943,0.005788365,0.233395664,0.088000489,0.594348001
ENSMUSG00000107068,429.5342624,-0.473407052,0.440524551,0.017398453,0.284544155
ENSMUSG00000107071,4.587265409,0.003109384,0.233072971,0.85425796,0.999871382
ENSMUSG00000107079,0.086428943,0.001348494,0.233324556,0.723070864,0.999871382
ENSMUSG00000107082,0.997745362,0.02807637,0.232487456,0.475964789,0.999871382
ENSMUSG00000107092,70.35562745,0.036245238,0.234655751,0.245038009,0.845580829
ENSMUSG00000107105,0.211532308,-0.00756971,0.23326847,0.664931077,0.999871382
ENSMUSG00000107145,1.79977018,-0.003587168,0.233373204,2.98875E-07,6.44165E-05
ENSMUSG00000107149,0.286572462,-0.008045114,0.233365887,0.657766306,0.999871382
ENSMUSG00000107157,0.628874673,0.001208515,0.23129445,0.716693063,0.999871382
ENSMUSG00000107167,3.177923446,-0.012111175,0.232671598,0.584142511,0.999871382
ENSMUSG00000107176,4974.113434,-0.574678582,0.201270572,0.000462501,0.031674853
ENSMUSG00000107203,0.126392387,0.000752049,0.233320855,0.862738007,0.999871382
ENSMUSG00000107211,3.29895187,0.054949829,0.239157762,0.179097775,0.769192952
ENSMUSG00000107212,0.280530389,-0.000718139,0.232963651,0.861489142,0.999871382
ENSMUSG00000107252,0.11119517,-0.0006268,0.233321726,0.933890087,0.999871382
ENSMUSG00000107257,8.143616666,-0.087261756,0.246741507,0.178604753,0.769192952
ENSMUSG00000107259,0.361856115,0.007290617,0.233378448,0.926807538,0.999871382
ENSMUSG00000107261,1.129569576,0.002943221,0.233276668,0.731184982,0.999871382
ENSMUSG00000107272,0.314765757,-0.003329336,0.232877345,0.774854248,0.999871382
ENSMUSG00000107283,107.3023694,0.008363794,0.205942941,0.953164898,0.999871382
ENSMUSG00000107310,0.459930947,0.001084023,0.23331545,0.839531473,0.999871382
ENSMUSG00000107333,0.292160621,0.013313396,0.233306925,0.689294584,0.999871382
ENSMUSG00000107337,2.889389134,0.054811945,0.242541416,0.011638403,0.23082873
ENSMUSG00000107383,2.879712892,0.027087555,0.234615672,0.217865224,0.815320194
ENSMUSG00000107395,0.265642268,0.000508796,0.233292545,0.527151469,0.999871382
ENSMUSG00000107411,6.68659894,-0.010530289,0.23099817,0.729941916,0.999871382
ENSMUSG00000107413,0.700105031,0.007724573,0.233386809,0.323750833,0.917075925
ENSMUSG00000107425,0.534840535,0.002341545,0.233303579,0.655584545,0.999871382
ENSMUSG00000107432,0.818079296,-0.01999339,0.232062405,0.727302175,0.999871382
ENSMUSG00000107443,0.93304777,-0.035222959,0.235807693,0.229344163,0.826812412
ENSMUSG00000107450,0.203700402,-0.00550787,0.233349782,0.794255187,0.999871382
ENSMUSG00000107459,0.142034611,-0.002685492,0.23319511,0.952316655,0.999871382
ENSMUSG00000107462,4.474622504,-0.238168311,0.405483588,0.021681939,0.317350479
ENSMUSG00000107470,0.422283705,0.005839253,0.233335934,0.786911598,0.999871382
ENSMUSG00000107476,33.44635055,0.007211346,0.223981175,0.912065641,0.999871382
ENSMUSG00000107478,52.84372117,0.00758307,0.233185117,0.285942544,0.889509112
ENSMUSG00000107482,0.792884363,-0.002039965,0.233306804,0.50108326,0.999871382
ENSMUSG00000107486,11.98654558,0.012201082,0.229236225,0.788192623,0.999871382
ENSMUSG00000107491,0.619896526,0.003365493,0.233315442,0.740581299,0.999871382
ENSMUSG00000107499,6.899934216,-0.021964395,0.233357695,0.393737212,0.960727315
ENSMUSG00000107500,0.112793242,-0.000470393,0.233308787,0.865702525,0.999871382
ENSMUSG00000107501,0.540791084,0.026997746,0.233569305,0.485731361,0.999871382
ENSMUSG00000107508,1.174694547,0.005785915,0.232559177,0.745083208,0.999871382
ENSMUSG00000107514,0.119271302,-0.003617568,0.233333988,0.841955042,0.999871382
ENSMUSG00000107539,0.717290797,-0.000392724,0.2333159,0.999256239,0.999871382
ENSMUSG00000107541,0.644126234,-0.028792537,0.231896642,0.52914389,0.999871382
ENSMUSG00000107568,0.501033785,-0.002830957,0.233347555,0.617384925,0.999871382
ENSMUSG00000107578,0.188064121,-0.000635988,0.233276828,0.875247108,0.999871382
ENSMUSG00000107584,9.269190822,-0.048413043,0.235239587,0.336210879,0.92601548
ENSMUSG00000107591,1.420529593,0.004876881,0.229679091,0.881667801,0.999871382
ENSMUSG00000107604,0.437623196,0.00243367,0.233281454,0.881330046,0.999871382
ENSMUSG00000107609,0.398094715,0.008526263,0.233059527,0.700823669,0.999871382
ENSMUSG00000107627,0.187205276,-0.003420779,0.233236089,0.769961294,0.999871382
ENSMUSG00000107644,5.153953502,0.007114813,0.231014315,0.857270792,0.999871382
ENSMUSG00000107645,1.224968898,0.015408895,0.233745567,0.527907467,0.999871382
ENSMUSG00000107653,0.785846738,0.011696629,0.233420047,0.27429952,0.877511157
ENSMUSG00000107658,0.160841873,-0.001608985,0.233325374,0.779510043,0.999871382
ENSMUSG00000107687,0.594359211,-0.039758888,0.237110379,0.1818721,0.772803451
ENSMUSG00000107701,0.350995098,-0.012760182,0.232629001,0.638494268,0.999871382
ENSMUSG00000107705,60.83570323,0.033431845,0.232669965,0.435580075,0.980842575
ENSMUSG00000107713,1.508029604,0.007418165,0.228228926,0.88252847,0.999871382
ENSMUSG00000107721,0.368327828,-0.004217182,0.232340086,0.803653746,0.999871382
ENSMUSG00000107724,1.592796741,-0.001363874,0.233314939,0.897087874,0.999871382
ENSMUSG00000107741,49.91966154,0.136879976,0.293666942,0.000412045,0.029410386
ENSMUSG00000107747,1.637885411,-0.001419573,0.232633585,0.992370114,0.999871382
ENSMUSG00000107751,5.29788351,-0.015481974,0.226844016,0.753797998,0.999871382
ENSMUSG00000107755,0.18155846,-0.000541279,0.233333574,0.786519804,0.999871382
ENSMUSG00000107770,8.135216253,-0.020595069,0.232429887,0.507377437,0.999871382
ENSMUSG00000107771,19.91687998,0.068713332,0.237286044,0.288450071,0.891808613
ENSMUSG00000107788,5.028565534,-0.104072896,0.245578772,0.229693513,0.827664675
ENSMUSG00000107789,1.081849899,-0.011735916,0.233364381,0.465725567,0.99700066
ENSMUSG00000107814,0.24225859,0.000605862,0.233246018,0.846669634,0.999871382
ENSMUSG00000107821,1.36339894,0.00426299,0.233356,0.991184643,0.999871382
ENSMUSG00000107824,4.01277101,-0.177331172,0.306253069,0.069462755,0.539756665
ENSMUSG00000107828,0.085997744,-0.000684354,0.233336133,0.812635625,0.999871382
ENSMUSG00000107845,0.79732846,0.005933328,0.233379299,0.140649138,0.709034704
ENSMUSG00000107852,0.266708689,-0.007631731,0.233136068,0.826321648,0.999871382
ENSMUSG00000107853,1.185726518,0.000988538,0.233322251,0.80239391,0.999871382
ENSMUSG00000107863,17.77154453,-0.025734284,0.216419157,0.732620187,0.999871382
ENSMUSG00000107872,2.89219621,-9.23134E-05,0.233292616,0.498715972,0.999871382
ENSMUSG00000107877,24.66417357,0.024392191,0.229854803,0.575132836,0.999871382
ENSMUSG00000107879,0.072675602,0.003141175,0.233349053,0.726034193,0.999871382
ENSMUSG00000107891,0.345541131,-0.003590795,0.232580924,0.58411133,0.999871382
ENSMUSG00000107892,0.141105034,-0.000131358,0.233339816,0.865081797,0.999871382
ENSMUSG00000107896,1.373526771,0.003977936,0.233364553,3.47224E-05,0.004516783
ENSMUSG00000107906,0.254678405,0.005372661,0.233208272,0.97105044,0.999871382
ENSMUSG00000107911,2.280930456,-0.032268093,0.229171519,0.5298435,0.999871382
ENSMUSG00000107920,1.467052988,0.028794175,0.228997814,0.538898908,0.999871382
ENSMUSG00000107921,0.397388287,-0.008582346,0.232858073,0.606094993,0.999871382
ENSMUSG00000107928,34.80091014,-0.004010194,0.231857422,0.823731261,0.999871382
ENSMUSG00000107930,0.155041734,-0.000450037,0.233179667,0.905283572,0.999871382
ENSMUSG00000107945,0.268134146,-0.010202765,0.233221254,0.82161791,0.999871382
ENSMUSG00000107950,4.601823922,0.029819185,0.225430959,0.65942856,0.999871382
ENSMUSG00000107951,5.227159721,-0.164490202,0.313899495,0.020564247,0.310250107
ENSMUSG00000107952,0.294731361,0.008725678,0.233458793,0.663009788,0.999871382
ENSMUSG00000107983,1.415563682,-0.040607227,0.234821091,0.326957635,0.919984211
ENSMUSG00000107984,0.145560667,0.002453455,0.233300116,0.938252885,0.999871382
ENSMUSG00000107990,0.124882891,0.004360657,0.23336554,0.68491135,0.999871382
ENSMUSG00000108023,6.68573237,0.029579202,0.233632321,0.388215841,0.956868395
ENSMUSG00000108056,4.119554535,-0.026785858,0.232739583,0.425775804,0.976782048
ENSMUSG00000108089,0.240188849,-0.002594905,0.233167951,0.927143719,0.999871382
ENSMUSG00000108090,2.713116207,-0.011120068,0.233235051,0.44068793,0.982954528
ENSMUSG00000108097,0.363307603,0.001666026,0.233307628,0.754793674,0.999871382
ENSMUSG00000108100,0.357592378,0.007789481,0.233404921,0.863674745,0.999871382
ENSMUSG00000108105,2.54406186,0.001195912,0.229954465,0.945594198,0.999871382
ENSMUSG00000108107,0.876629682,-0.008636452,0.228817656,0.848321109,0.999871382
ENSMUSG00000108138,0.330530132,0.000770628,0.233269902,0.94805831,0.999871382
ENSMUSG00000108142,0.651096739,-0.002428473,0.233281802,0.703178675,0.999871382
ENSMUSG00000108162,130.2210418,-0.179853057,0.332836541,0.015545263,0.268893691
ENSMUSG00000108163,0.373823296,-0.002111631,0.23332716,0.736919667,0.999871382
ENSMUSG00000108177,0.130367817,0.001698575,0.233207947,0.990395302,0.999871382
ENSMUSG00000108183,0.290670367,0.004811872,0.233019377,0.827657781,0.999871382
ENSMUSG00000108186,0.143684777,0.000696602,0.233260429,0.988792888,0.999871382
ENSMUSG00000108202,0.178618309,-0.000433583,0.233226364,0.897063356,0.999871382
ENSMUSG00000108204,3.882134151,-0.100085122,0.249517177,0.183672065,0.774667663
ENSMUSG00000108215,0.93127891,-0.0310835,0.234770949,0.303202908,0.902781652
ENSMUSG00000108218,132.0462018,0.352690394,0.354490629,0.045182008,0.445817441
ENSMUSG00000108231,28.51158711,-0.005816097,0.227375763,0.880835713,0.999871382
ENSMUSG00000108249,3232.950195,-0.036817763,0.231880693,0.321269851,0.91537225
ENSMUSG00000108262,0.068843081,0.00103248,0.233324165,0.749897274,0.999871382
ENSMUSG00000108265,5.480714477,0.146522441,0.306757747,0.000128733,0.012537446
ENSMUSG00000108266,0.642682283,0.004998824,0.230985779,0.902796784,0.999871382
ENSMUSG00000108270,0.598349576,-0.010055251,0.232835036,0.46522689,0.996757266
ENSMUSG00000108279,0.195238146,0.00131203,0.233127375,0.982444441,0.999871382
ENSMUSG00000108302,0.718713087,-0.00039129,0.233114557,0.846560952,0.999871382
ENSMUSG00000108304,0.218025187,0.003165313,0.232788311,0.946973547,0.999871382
ENSMUSG00000108309,0.198353363,0.002172186,0.233234145,0.913156858,0.999871382
ENSMUSG00000108312,0.718976936,0.000436166,0.233286502,0.767410368,0.999871382
ENSMUSG00000108314,0.873234465,-0.002204893,0.233337238,0.654917773,0.999871382
ENSMUSG00000108316,0.069773656,0.001296054,0.233324282,0.749012623,0.999871382
ENSMUSG00000108331,0.493229571,-0.004277017,0.232098525,0.985631907,0.999871382
ENSMUSG00000108348,5.362015086,0.022709697,0.231118958,0.594405289,0.999871382
ENSMUSG00000108352,2.042883567,0.003465984,0.233319934,0.852012483,0.999871382
ENSMUSG00000108362,0.838935466,-0.000368352,0.233306435,0.814871191,0.999871382
ENSMUSG00000108366,7.994647282,-0.030074851,0.217127367,0.717711897,0.999871382
ENSMUSG00000108370,3.721012778,-0.094119164,0.258220134,0.022428236,0.321130722
ENSMUSG00000108381,2.669344983,0.004632379,0.233231303,0.70068022,0.999871382
ENSMUSG00000108396,1.992605446,-0.081971745,0.249163584,0.106557583,0.640976751
ENSMUSG00000108400,0.204207757,0.001835596,0.233329308,0.867914989,0.999871382
ENSMUSG00000108401,1.72361862,0.01745771,0.22622516,0.758454539,0.999871382
ENSMUSG00000108426,0.353091152,-0.003374846,0.233305806,0.665146525,0.999871382
ENSMUSG00000108437,0.383645581,-0.006579617,0.233320439,0.641069678,0.999871382
ENSMUSG00000108442,2.228634673,0.041029501,0.234066271,0.315792865,0.911194428
ENSMUSG00000108484,5.119308923,0.002571766,0.231648946,0.934116119,0.999871382
ENSMUSG00000108492,0.525910213,0.005508187,0.231497494,0.869964272,0.999871382
ENSMUSG00000108496,0.961606427,-0.044198242,0.236647279,0.206337743,0.804051257
ENSMUSG00000108506,11.95512492,0.101510731,0.258894524,0.074830323,0.556707218
ENSMUSG00000108518,0.120219627,0.000455475,0.233309176,0.97925177,0.999871382
ENSMUSG00000108525,0.046539791,0.001280883,0.233324187,0.798108044,0.999871382
ENSMUSG00000108528,1.458178108,-0.007390314,0.233205265,0.303632873,0.902781652
ENSMUSG00000108571,1.54674174,-0.017497442,0.227628807,0.72362785,0.999871382
